,name,location,price_for_two,cuisines,rating,restaurant_link
0,Ouro,"Forum Rex Walk, Bangalore",3000,"European, Mexican, Desserts",New,https://www.zomato.com//bangalore/ouro-brigade-road-bangalore/info
1,Just BLR,"Brigade Road, Bangalore",2500,"North Indian, Chinese, Biryani, Beverages",4.4,https://www.zomato.com//bangalore/just-blr-1-brigade-road-bangalore/info
2,The Bier Library,"Koramangala 6th Block, Bangalore",1800,"North Indian, Pizza, European, American, Bar Food, Oriental, Desserts, BBQ",4.5,https://www.zomato.com//bangalore/the-bier-library-koramangala-6th-block-bangalore/info
3,Bombay Borough,"Richmond Road, Bangalore",2000,"North Indian, Biryani, South Indian, Desserts, Tea, Beverages",4.5,https://www.zomato.com//bangalore/bombay-borough-richmond-road-bangalore/info
4,Pangeo,"Forum Rex Walk, Bangalore",3500,"Sushi, Continental, Mediterranean, Pizza, Pasta, North Indian, Desserts, Asian",4.5,https://www.zomato.com//bangalore/pangeo-brigade-road-bangalore/info
5,Mayuri,"JP Nagar, Bangalore",1200,"Andhra, Biryani, North Indian, Chinese, Desserts",4.5,https://www.zomato.com//bangalore/mayuri-1-jp-nagar-bangalore/info
6,Over Coffee Cafe & Wine Bar,"Lavelle Road, Bangalore",1200,"European, Italian, Continental, Cafe, Coffee",4.5,https://www.zomato.com//bangalore/over-coffee-cafe-wine-bar-lavelle-road-bangalore/info
7,Farzi Cafe,"UB City, Bangalore",1900,"North Indian, Desserts",4.2,https://www.zomato.com//bangalore/farzi-cafe-lavelle-road/info
8,ShakesBierre,"Eva Mall, Brigade Road, Bangalore",1800,"Finger Food, North Indian, Continental, Italian, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/shakesbierre-1-brigade-road-bangalore/info
9,Smoke House Deli,"Indiranagar, Bangalore",1500,"Continental, Italian, BBQ, Fast Food, Ice Cream, Desserts, Coffee, Beverages",4.5,https://www.zomato.com//SmokeHouseDeli-Indiranagar/info
10,2 MOONS,"1 MG Road Mall, MG Road, Bangalore",2100,"Modern Indian, Continental, Asian",4.3,https://www.zomato.com//bangalore/2-moons-mg-road-bangalore/info
11,Sarjapur SOCIAL,"Sarjapur Road, Bangalore",1000,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages",4.4,https://www.zomato.com//SarjapurSocial/info
12,No Limmits Lounge And Club,"Brigade Road, Bangalore",2500,"Chinese, Continental, North Indian, Fast Food, Pizza, Beverages",3.8,https://www.zomato.com//bangalore/no-limmits-lounge-and-club-brigade-road-bangalore/info
13,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,"Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",3500,"North Indian, Continental, Fast Food, Asian, Beverages",4.2,https://www.zomato.com//bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore/info
14,KOKO,"Old Airport Road, Bangalore",3500,"Asian, Sushi, Desserts, Chinese, Beverages",New,https://www.zomato.com//bangalore/koko-airport-road-bangalore/info
15,Toit,"Indiranagar, Bangalore",2500,"Italian, American, European, Continental, Desserts",4.9,https://www.zomato.com//bangalore/toit-indiranagar/info
16,Lono,"Indiranagar, Bangalore",1700,"Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food",4.2,https://www.zomato.com//bangalore/lono-indiranagar-bangalore/info
17,RCB Bar & Cafe,"1 Sobha, Bangalore",2000,"Continental, Asian, North Indian, Pizza, Fast Food, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/rcb-bar-cafe-st-marks-road-bangalore/info
18,SkyDeck By Sherlock's,"MG Road, Bangalore",1800,"Continental, Chinese, Finger Food, North Indian, Fast Food, Beverages, Desserts",4.0,https://www.zomato.com//bangalore/skydeck-by-sherlocks-mg-road-bangalore/info
19,Roxie,"Sarjapur Road, Bangalore",2600,"Continental, Asian, North Indian, European, American, Italian, Pizza, Beverages",4.6,https://www.zomato.com//bangalore/roxie-sarjapur-road-bangalore/info
20,Foo Brigade Road,"Forum Rex Walk, Bangalore",2000,"Chinese, Sushi, Asian, Japanese, Desserts",4.6,https://www.zomato.com//bangalore/foo-brigade-road-brigade-road-bangalore/info
21,Amintiri,"Church Street, Bangalore",1100,"Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food",4.4,https://www.zomato.com//bangalore/amintiri-church-street-bangalore/info
22,Maffei Kitchen,"Koramangala 5th Block, Bangalore",1700,"Lebanese, Greek, Moroccan, Desserts, Beverages",4.7,https://www.zomato.com//bangalore/maffei-kitchen-1-koramangala-5th-block-bangalore/info
23,Long Boat Brewing Co.,"Marathahalli, Bangalore",2600,"Asian, Chinese, North Indian, Pizza, South Indian, Continental",4.2,https://www.zomato.com//bangalore/long-boat-brewing-co-marathahalli-bangalore/info
24,Citrus - The Leela Palace,"The Leela Palace, Old Airport Road, Bangalore",4700,"North Indian, Continental, Asian, Desserts",4.0,https://www.zomato.com//bangalore/citrus-the-leela-palace-airport-road/info
25,Ministry of Food - Hilton Bangalore Embassy GolfLinks,"Hilton Bangalore Embassy GolfLinks, Domlur, Bangalore",3500,"Asian, Continental, Italian, North Indian, Mughlai, Desserts, Beverages",3.9,https://www.zomato.com//bangalore/ministry-of-food-hilton-bangalore-embassy-golflinks-domlur-bangalore/info
26,Muro,"Church Street, Bangalore",3000,"Thai, Cantonese",4.5,https://www.zomato.com//bangalore/muro-church-street-bangalore/info
27,Oia,"Hennur, Bangalore",2500,"Continental, Asian, Seafood, Salad, Pizza, North Indian, Desserts",4.1,https://www.zomato.com//bangalore/oia-3-hennur-bangalore/info
28,Jugni Kitchen & Bar,"Koramangala 5th Block, Bangalore",1600,"North Indian, Modern Indian, Bar Food",4.5,https://www.zomato.com//bangalore/jugni-kitchen-bar-koramangala-5th-block-bangalore/info
29,Tim Hortons,"Koramangala 8th Block, Bangalore",1000,"Coffee, Cafe, Continental, Sandwich, Fast Food, Salad, Beverages, Desserts",4.1,https://www.zomato.com//bangalore/tim-hortons-koramangala-8th-block-bangalore/info
30,K-OS TheGameBar,"Koramangala 7th Block, Bangalore",1700,"Continental, Italian, North Indian, Finger Food, Asian, Fast Food",4.4,https://www.zomato.com//bangalore/k-os-thegamebar-koramangala-7th-block-bangalore/info
31,Jamavar - The Leela Palace,"The Leela Palace, Old Airport Road, Bangalore",5000,"North Indian, South Indian",4.3,https://www.zomato.com//bangalore/jamavar-the-leela-palace-airport-road/info
32,Terrace By House Of Commons,"JP Nagar, Bangalore",2000,"Modern Indian, Continental, Asian, Chinese, North Indian, Seafood, Bar Food, Beverages",4.6,https://www.zomato.com//bangalore/terrace-by-house-of-commons-jp-nagar-bangalore/info
33,Uru Brewpark,"JP Nagar, Bangalore",2200,"Continental, North Indian, Italian, Chinese, Asian, Pizza, Lebanese, Beverages",4.3,https://www.zomato.com//bangalore/uru-brewpark-jp-nagar-bangalore/info
34,XOOX Brewmill,"Koramangala 5th Block, Bangalore",2500,"North Indian, Continental, American, Italian, Asian, Modern Indian, Pizza, Desserts",4.3,https://www.zomato.com//bangalore/xoox-brewmill-koramangala-5th-block-bangalore/info
35,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,"Sheraton Grand Bengaluru, Whitefield, Bangalore",3500,"Continental, South Indian, North Indian, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info
36,Zen - The Leela Palace,"The Leela Palace, Old Airport Road, Bangalore",3500,"Thai, Japanese, Chinese, Rolls",4.1,https://www.zomato.com//bangalore/zen-the-leela-palace-airport-road/info
37,Ironhill Bengaluru,"Marathahalli, Bangalore",2000,"North Indian, Continental, Asian, Pizza, Fast Food, Biryani, Beverages, Desserts",4.5,https://www.zomato.com//bangalore/ironhill-bengaluru-marathahalli-bangalore/info
38,Grazers Resto - Bar,"Jayanagar, Bangalore",1300,"North Indian, Salad, Continental, Burger, Pizza, Fast Food, Asian, Bar Food",4.0,https://www.zomato.com//bangalore/grazers-resto-bar-jayanagar-bangalore/info
39,Stories Brewery & Kitchen,"BTM, Bangalore",1800,"North Indian, Continental, Chinese, Finger Food, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/stories-brewery-kitchen-btm-bangalore/info
40,No Limmits Lounge And Club,"Brigade Road, Bangalore",2500,"Chinese, Continental, North Indian, Fast Food, Pizza, Beverages",3.8,https://www.zomato.com//bangalore/no-limmits-lounge-and-club-brigade-road-bangalore/info
41,Macaw By Stories,"Bommanahalli, Bangalore",1000,"South Indian, North Indian, Chinese, Pasta, Pizza, Fast Food, Salad, Desserts",4.2,https://www.zomato.com//bangalore/macaw-by-stories-bommanahalli-bangalore/info
42,The Weekly Brewhouse & Kitchen,"Hosur Road, Bangalore",1500,"Continental, Bar Food, Chinese, North Indian, Pasta, Pizza, Biryani, Beverages",4.5,https://www.zomato.com//bangalore/the-weekly-brewhouse-kitchen-5-hosur-road-bangalore/info
43,North Star Cafe,"HSR, Bangalore",800,"Cafe, Bakery, Beverages, Desserts, Continental, Healthy Food",4.2,https://www.zomato.com//bangalore/north-star-cafe-hsr-bangalore/info
44,The Pizza Bakery,"Koramangala 5th Block, Bangalore",1500,"Pizza, Italian, Pasta, Salad, Continental, Desserts, Beverages",4.5,https://www.zomato.com//bangalore/the-pizza-bakery-koramangala-5th-block-bangalore/info
45,Dyu Art Cafe,"Koramangala 8th Block, Bangalore",850,"Cafe, Continental, Burger, Sandwich, Pizza, Fast Food, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/dyu-art-cafe-koramangala-8th-block-bangalore/info
46,Geometry Brewery & Kitchen,"Malleshwaram, Bangalore",1800,"Chinese, North Indian, Italian, Continental, Pizza, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/geometry-brewery-kitchen-malleshwaram-bangalore/info
47,Homiga,"Forum Rex Walk, Bangalore",1500,"Korean, Asian",4.1,https://www.zomato.com//bangalore/homiga-brigade-road-bangalore/info
48,1131 Bar + Kitchen By House Of Commons,"Indiranagar, Bangalore",2200,"Finger Food, North Indian, Continental, Chinese, Italian, Asian, Desserts, Beverages",4.5,https://www.zomato.com//bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info
49,Asia Alive - DoubleTree Suites By Hilton,"DoubleTree Suites By Hilton, Sarjapur, Bangalore",3500,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages",3.9,https://www.zomato.com//bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore/info
50,The Terrace at Gilly's Redefined,"Gilly's Redefined, Koramangala 4th Block, Bangalore",2000,"Continental, Finger Food, Chinese, North Indian, Italian, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/the-terrace-at-gillys-redefined-koramangala-4th-block/info
51,The Hole In The Wall Cafe,"Koramangala 4th Block, Bangalore",700,"Cafe, Continental, Burger, Sandwich, Shake, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore/info
52,Chowman,"Indiranagar, Bangalore",1400,"Chinese, Thai, Asian, Seafood, Sichuan, Desserts, Beverages",4.5,https://www.zomato.com//bangalore/chowman-indiranagar-bangalore/info
53,Quattro - The Leela Bhartiya City Bengaluru,"The Leela - Bhartiya City, Bangalore",3500,"North Indian, Mediterranean, European",4.2,https://www.zomato.com//bangalore/quattro-the-leela-bhartiya-city-bengaluru-jakkur-bangalore/info
54,Lush - Renaissance Hotel,"Renaissance Hotel, Race Course Road, Bangalore",3500,"North Indian, Continental, Chinese, Fast Food",4.4,https://www.zomato.com//bangalore/lush-renaissance-hotel-race-course-road-bangalore/info
55,Biergarten,"Whitefield, Bangalore",2500,"Continental, European, BBQ, Chinese, Asian, Beverages",4.6,https://www.zomato.com//bangalore/biergarten-whitefield/info
56,Cafe Grey By Dongle & Co,"Indiranagar, Bangalore",1200,"Cafe, Coffee, Beverages, Continental, Pizza, Italian, Salad, Desserts",4.4,https://www.zomato.com//bangalore/cafe-grey-by-dongle-co-indiranagar-bangalore/info
57,F5,"Embassy Manyata Business Park,  Nagawara , Bangalore",3100,"North Indian, Continental, Pizza, Fast Food, Coffee, Tea, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/f5-3-nagawara-bangalore/info
58,154 Breakfast Club,"JP Nagar, Bangalore",1100,"Burger, Cafe, Sandwich, Street Food, Fast Food, Pancake, Asian, Desserts",4.5,https://www.zomato.com//bangalore/154-breakfast-club-jp-nagar-bangalore/info
59,Street 1522,"Sarjapur Road, Bangalore",2200,"North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages",4.3,https://www.zomato.com//bangalore/street-1522-sarjapur-road-bangalore/info
60,The Market - The Ritz-Carlton,"The Ritz-Carlton, Bangalore",3000,"North Indian, European, Asian",4.1,https://www.zomato.com//bangalore/the-market-the-ritz-carlton-residency-road/info
61,Daddy,"Indiranagar, Bangalore",1700,"Continental, North Indian, Asian, Italian, Chinese, European, Bar Food, Beverages",4.3,https://www.zomato.com//bangalore/daddy-indiranagar-bangalore/info
62,SLAY Coffee Bar,"Miraya Rose, Bangalore",600,"Cafe, Coffee, Beverages, Fast Food",4.2,https://www.zomato.com//bangalore/slay-coffee-bar-whitefield-bangalore/info
63,Phurr,"Jayanagar, Bangalore",2000,"North Indian, Continental",4.2,https://www.zomato.com//bangalore/phurr-jayanagar-bangalore/info
64,The Kind Roastery & Brew Room,"JP Nagar, Bangalore",500,"Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",4.5,https://www.zomato.com//bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore/info
65,The Square - Novotel,"Novotel Bengaluru, Marathahalli, Bangalore",3200,"Continental, North Indian, Japanese, Italian",4.3,https://www.zomato.com//bangalore/the-square-novotel-marathahalli/info
66,Tastique,"Nagawara, Bangalore",1500,"North Indian, Chinese, Beverages",4.4,https://www.zomato.com//bangalore/tastique-6-nagawara-bangalore/info
67,Brik Oven,"Indiranagar, Bangalore",1200,"Pizza, Fast Food, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/brik-oven-indiranagar-bangalore/info
68,Magique,"Koramangala 6th Block, Bangalore",1700,"Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages",3.8,https://www.zomato.com//bangalore/magique-koramangala-6th-block-bangalore/info
69,Melange,"Radisson Blu, Marathahalli, Bangalore",3500,"North Indian, South Indian, Continental, Italian, Desserts",4.0,https://www.zomato.com//bangalore/melange-marathahalli-bangalore/info
70,Nusa,"Varthur Main Road, Whitefield, Bangalore",1500,"Continental, Chinese",3.7,https://www.zomato.com//bangalore/nusa-varthur-main-road-whitefield-bangalore/info
71,Restaurant Chef Pillai,"Brigade Road, Bangalore",1000,Kerala,4.4,https://www.zomato.com//bangalore/restaurant-chef-pillai-brigade-road-bangalore/info
72,Secret Story,"Indiranagar, Bangalore",1500,"Continental, Asian, North Indian, Fast Food, Desserts, Beverages",4.0,https://www.zomato.com//bangalore/secret-story-indiranagar-bangalore/info
73,Mykos Craft Kitchen & Bar,"Bannerghatta Road, Bangalore",1600,"Continental, Greek, Asian, Mediterranean, North Indian",4.3,https://www.zomato.com//bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info
74,The Verandah Koramangala,"Koramangala 3rd Block, Bangalore",1500,"South Indian, Asian, Salad, Healthy Food, Chinese, Desserts",3.3,https://www.zomato.com//bangalore/the-verandah-koramangala-4-koramangala-3rd-block-bangalore/info
75,Cafe Noir,"UB City, Bangalore",1800,"Italian, Continental, French, Cafe, Pizza, Desserts, Juices, Beverages",4.1,https://www.zomato.com//bangalore/cafe-noir-lavelle-road/info
76,Truffles,"Koramangala 5th Block, Bangalore",1100,"Burger, Italian, Desserts, Continental, American, Fast Food, Beverages",4.6,https://www.zomato.com//bangalore/truffles-koramangala-5th-block/info
77,46 Ounces,"RMZ Infinity, Old Madras Road, Bangalore",1200,"North Indian, Asian, Italian, Pizza, Desserts",4.4,https://www.zomato.com//bangalore/46-ounces-old-madras-road-bangalore/info
78,The Rameshwaram Cafe,"Indiranagar, Bangalore",200,"South Indian, Beverages",4.2,https://www.zomato.com//bangalore/the-rameshwaram-cafe-indiranagar-bangalore/info
79,BLR Brewing Co,"Whitefield, Bangalore",1200,"North Indian, Continental, Chinese, Italian, BBQ, Bar Food, Desserts",New,https://www.zomato.com//bangalore/blr-brewing-co-1-whitefield-bangalore/info
80,Smoor,"Indiranagar, Bangalore",600,"Bakery, Desserts, Beverages",4.5,https://www.zomato.com//bangalore/smoor-2-indiranagar-bangalore/info
81,Sky Garden,"Whitefield, Bangalore",2000,"Continental, North Indian, Pizza, Asian, Pasta, Chinese, Desserts, Beverages",4.1,https://www.zomato.com//bangalore/sky-garden-whitefield-bangalore/info
82,Miso Sexy,"Indiranagar, Bangalore",1800,"Japanese, Chinese, Sushi, Beverages",4.4,https://www.zomato.com//bangalore/miso-sexy-indiranagar-bangalore/info
83,One8 Commune,"Lavelle Road, Bangalore",3000,"North Indian, Chinese, Pasta, Sushi, Continental, Desserts, Beverages",3.9,https://www.zomato.com//bangalore/one8-commune-lavelle-road-bangalore/info
84,Spice It - Ibis Hotel,"Hebbal, Bangalore",1800,"North Indian, Chinese, Italian, Continental, Pasta, Desserts, Beverages",3.7,https://www.zomato.com//bangalore/spice-it-ibis-hotel-hebbal-bangalore/info
85,Deck Of Brews,"Kadubeesanahalli, Bangalore",1500,"Continental, North Indian, Italian, Asian, Desserts, Pizza, Pasta, South Indian",4.3,https://www.zomato.com//bangalore/deck-of-brews-kadubeesanahalli-bangalore/info
86,Casa Fresco By Tea Brew,"HSR, Bangalore",950,"American, Italian, Pasta, Steak, Chinese, Momos, Bubble Tea, Beverages",4.0,https://www.zomato.com//bangalore/casa-fresco-by-tea-brew-hsr-bangalore/info
87,The Creek - The Den Bengaluru,"The Den, Whitefield, Bangalore",3000,"North Indian, South Indian, Asian, Pizza, Desserts",4.1,https://www.zomato.com//bangalore/the-creek-the-den-bengaluru-whitefield/info
88,Theo Cafe,"Hennur, Bangalore",1000,"Continental, Asian, Coffee, Japanese, Italian, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/theo-cafe-3-hennur-bangalore/info
89,Just Loaf,"Koramangala 3rd Block, Bangalore",1000,"Burger, Fast Food, Bakery, Desserts",New,https://www.zomato.com//bangalore/just-loaf-koramangala-3rd-block-bangalore/info
90,Aurum Brew Works,"Sarjapur Road, Bangalore",1500,"North Indian, Mughlai, Continental, Asian, Beverages, Desserts",4.3,https://www.zomato.com//bangalore/aurum-brew-works-sarjapur-road-bangalore/info
91,The Coffee Brewery,"Koramangala 4th Block, Bangalore",800,"Cafe, Coffee, Sandwich, Fast Food, Desserts, Tea, Beverages",3.7,https://www.zomato.com//bangalore/the-coffee-brewery-koramangala-4th-block-bangalore/info
92,The Caffeine Baar,"Jayanagar, Bangalore",950,"Cafe, Italian, Continental, Bakery, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/the-caffeine-baar-jayanagar-bangalore/info
93,Raahi,"St. Marks Road, Bangalore",2000,"North Indian, Pasta, Pizza, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/raahi-st-marks-road-bangalore/info
94,Float Brewery,"Kalyan Nagar, Bangalore",1500,"Bar Food, Continental, Italian, Asian, North Indian, Desserts, Pizza, Beverages",4.4,https://www.zomato.com//bangalore/float-brewery-kalyan-nagar-bangalore/info
95,Harley's Fine Baking,"JP Nagar, Bangalore",600,"Bakery, Sandwich",4.0,https://www.zomato.com//bangalore/harleys-fine-baking-jp-nagar-bangalore/info
96,Punjab Grill,"Jakkur, Bangalore",2500,North Indian,4.2,https://www.zomato.com//bangalore/punjab-grill-jakkur-bangalore/info
97,Bramble,"Jayanagar, Bangalore",1800,"Continental, Asian, North Indian, Italian, Bar Food, Beverages",4.5,https://www.zomato.com//bangalore/bramble-jayanagar-bangalore/info
98,Hard Rock Cafe,"St. Marks Road, Bangalore",2500,"American, Continental, Burger, Sandwich, Fast Food, Desserts, Beverages",4.6,https://www.zomato.com//bangalore/hard-rock-cafe-st-marks-road/info
99,Sashay-Taproom Kitchen,"Whitefield, Bangalore",2000,"Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages",4.8,https://www.zomato.com//bangalore/sashay-taproom-kitchen-whitefield-bangalore/info
100,The Black Pearl,"Kadubeesanahalli, Bangalore",2100,"North Indian, Chinese, Fast Food, Street Food, Mughlai, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/the-black-pearl-kadubeesanahalli-bangalore/info
101,Red Rhino,"Whitefield, Bangalore",2000,"Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/red-rhino-whitefield-bangalore/info
102,Byg Brewski Brewing Company,"Sarjapur Road, Bangalore",2000,"Continental, North Indian, Asian, Fast Food, Pizza, Pasta, Burger, Desserts",4.6,https://www.zomato.com//bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info
103,Nando's,"Forum Rex Walk, Bangalore",1500,"Burger, Healthy Food, Portuguese",4.4,https://www.zomato.com//bangalore/nandos-brigade-road-bangalore/info
104,Iris Cafe & Kitchen,"JP Nagar, Bangalore",1200,"Cafe, Coffee, Chinese, Continental, Modern Indian, Pasta, Fast Food, Desserts",4.1,https://www.zomato.com//bangalore/iris-cafe-kitchen-1-jp-nagar-bangalore/info
105,Nook,"Aloft Bengaluru Cessna Business Park, Kadubeesanahalli, Bangalore",1200,"North Indian, Continental, Asian, Fast Food, South Indian, Desserts, Waffle",4.0,https://www.zomato.com//bangalore/nook-kadubeesanahalli-bangalore/info
106,Taproom By Sherlock's,"JP Nagar, Bangalore",1800,"North Indian, Oriental, Continental, Biryani, Pizza, Pasta, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/taproom-by-sherlocks-jp-nagar-bangalore/info
107,Zoey's,"Sarjapur Road, Bangalore",700,"Burger, Beverages, Continental, Pasta, Chinese, Sandwich, Cafe, Desserts",4.2,https://www.zomato.com//bangalore/zoeys-sarjapur-road/info
108,Moglu - The Edgy Veggie Restaurant,"St. Marks Road, Bangalore",1000,"American, Continental, Desserts, Beverages",New,https://www.zomato.com//bangalore/moglu-the-edgy-veggie-restaurant-st-marks-road-bangalore/info
109,High Ultra Lounge,"Sheraton Grand Bangalore Hotel at Brigade Gateway, Bangalore",3600,"North Indian, Continental, Finger Food, Desserts",4.2,https://www.zomato.com//bangalore/high-ultra-lounge-malleshwaram/info
110,Caraway Kitchen - Conrad Bengaluru,"Conrad Bengaluru, Ulsoor, Bangalore",3900,"Asian, Continental, North Indian, Italian, Fast Food",4.1,https://www.zomato.com//bangalore/caraway-kitchen-conrad-bengaluru-ulsoor/info
111,Fox In The Field,"Forum Shantiniketan Mall, Whitefield, Bangalore",2000,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/fox-in-the-field-whitefield-bangalore/info
112,TYD,"Hennur, Bangalore",1900,"Asian, European, Sushi, Continental, Italian, Mexican, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/tyd-1-hennur-bangalore/info
113,Imperio Restaurant,"HSR, Bangalore",1000,"Biryani, Kebab, Chinese, North Indian, Arabian, South Indian, Shawarma, Desserts",4.1,https://www.zomato.com//bangalore/imperio-restaurant-2-hsr-bangalore/info
114,Kana By Coffee Mechanics,"HBR Layout, Bangalore",1000,"Cafe, Coffee, Pizza, Continental, Desserts, Beverages, Burger, Pasta",4.3,https://www.zomato.com//bangalore/kana-by-coffee-mechanics-hbr-layout-bangalore/info
115,Kari Theory - Namma Bar & Kitchen,"Radisson Bangalore City Centre, Ulsoor, Bangalore",3500,"Chinese, North Indian, Biryani, Asian, Fast Food, Beverages",4.1,https://www.zomato.com//bangalore/kari-theory-namma-bar-kitchen-ulsoor-bangalore/info
116,The Coffee Brewery,"Kalyan Nagar, Bangalore",800,"Cafe, Coffee, Tea, Beverages, Sandwich, Fast Food, Desserts",3.3,https://www.zomato.com//bangalore/the-coffee-brewery-kalyan-nagar-bangalore/info
117,Lavonne,"Indiranagar, Bangalore",1300,"Cafe, Tea, Beverages, Bakery, Continental, Pasta, Salad, Fast Food",4.5,https://www.zomato.com//bangalore/lavonne-indiranagar/info
118,Linto Coffe,"JP Nagar, Bangalore",850,"Coffee, Chinese, Continental",4.0,https://www.zomato.com//bangalore/linto-coffe-jp-nagar-bangalore/info
119,Cuppa Redefined,"HSR, Bangalore",700,"Cafe, American, Burger, Healthy Food, Salad, Fast Food, Desserts, Beverages",4.3,https://www.zomato.com//bangalore/cuppa-redefined-hsr-bangalore/info
120,TBC- Sky Lounge,"HSR, Bangalore",1500,"Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages",4.5,https://www.zomato.com//bangalore/tbc-sky-lounge-hsr-bangalore/info
121,Butterfly Brew Bite & Fly,"JP Nagar, Bangalore",1500,"North Indian, Continental, Pizza, Italian, Asian, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/butterfly-brew-bite-fly-jp-nagar-bangalore/info
122,Backstreet Brewery,"Sarjapur Road, Bangalore",1800,"Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/backstreet-brewery-sarjapur-road-bangalore/info
123,Gold Rush Brews,"KR Puram, Bangalore",1900,"North Indian, Italian, Asian, Continental, American, South Indian, Beverages, Desserts",4.4,https://www.zomato.com//bangalore/gold-rush-brews-kr-puram-bangalore/info
124,Kake Di Hatti,"Whitefield, Bangalore",1800,"North Indian, Chinese, Beverages",4.0,https://www.zomato.com//bangalore/kake-di-hatti-whitefield-bangalore/info
125,Masala Mandi,"Sarjapur Road, Bangalore",1800,"North Indian, BBQ, Biryani, Desserts, Beverages, Mughlai",4.3,https://www.zomato.com//bangalore/masala-mandi-sarjapur-road-bangalore/info
126,JW Kitchen - JW Marriott Bengaluru,"JW Marriott Bengaluru, Lavelle Road, Bangalore",5000,"North Indian, Continental, Mughlai, Beverages, Desserts",4.2,https://www.zomato.com//bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road/info
127,Neo Kitchen,"Embassy Manyata Business Park,  Nagawara , Bangalore",3100,"Asian, Continental, Italian, South Indian, North Indian, Biryani, Desserts, Beverages",4.2,https://www.zomato.com//bangalore/neo-kitchen-1-nagawara-bangalore/info
128,The Watering Hole,"BTM, Bangalore",1400,"Continental, North Indian, European, Asian, Desserts, Beverages",New,https://www.zomato.com//bangalore/the-watering-hole-btm-bangalore/info
129,Orah Brew Garden,"Yelahanka, Bangalore",1300,"Asian, Continental, Desserts, European, Modern Indian",4.2,https://www.zomato.com//bangalore/orah-brew-garden-yelahanka-bangalore/info
130,Nuage,"Indiranagar, Bangalore",950,"Burger, Bakery, Continental",4.5,https://www.zomato.com//bangalore/nuage-indiranagar-bangalore/info
131,Zodiac Bar & Kitchen,"Brookefield, Bangalore",1800,"Continental, North Indian, Pizza, Italian, Chinese, Fast Food, Biryani, Desserts",4.3,https://www.zomato.com//bangalore/zodiac-bar-kitchen-brookefield-bangalore/info
132,Hoot,"Sarjapur Road, Bangalore",2000,"Continental, Italian, North Indian, Beverages",4.2,https://www.zomato.com//bangalore/hoot-sarjapur-road/info
133,Buff Buffet Buff,"BluPetal Hotel, Koramangala, Bangalore",1800,"South Indian, Salad, Bar Food, North Indian, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/buff-buffet-buff-koramangala-5th-block/info
134,Indian Biere House,"JP Nagar, Bangalore",2500,"Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages",4.4,https://www.zomato.com//bangalore/indian-biere-house-jp-nagar-bangalore/info
